Product_Name,Category,Brand,Description,List_Price,Sale_Price,Available,Product_Url
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",60.7,60.7,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
KENSIE Eyeglasses CHARM Teal 47MM,Health|Vision Centers|Frames,Kensie,"KENSIE Eyeglasses CHARM Teal 47MM|Brand new authentic KENSIE Eyeglasses in color Teal. This Eyeglasses frame size is 47-16-130. This model is a, Female frame and comes with everything you would receive if you purchased it at a local retail store. Shop with confidence.",75.41,75.41,False,https://www.walmart.com/ip/KENSIE-Eyeglasses-CHARM-Teal-47MM/171051047
Birthday Chocolate Covered Oreo Cookie Gift Box,Food|Gift Baskets,Veronica's Treats,"A delightful combination of 12 Hand Decorated Chocolate Covered Smiley Face Oreo Cookies &amp; 3 Hand Decorated Birthday Cake Sugar Cookies personalized with your message. Personalization: 1-4 words only.|A delightful combination of 12 Hand Decorated Chocolate Covered Smiley Face Oreo Cookies &amp; 3 Hand Decorated Birthday Cake Sugar Cookies personalized with your message. A satin ribbon will wrap up the most unique gift box. This is not your typical gift box! This heavy duty gift box is completely recyclable and reusable as a storage box. Magnetic closure and fully collapsible, this is a gift in itself.",56.99,56.99,False,https://www.walmart.com/ip/Birthday-Chocolate-Covered-Oreo-Cookie-Gift-Box/533448164
"Green Mountain Gringo Roasted Chile Pepper Medium Salsa, 16 oz (Pack of 6)","Food|Snacks, Cookies & Chips|Dips & Spreads",,"Green Mountain Gringo Salsa is a truly natural way to get a festive hot salsa taste. This Pack of Six 16 oz jars of Green Mountain Salsa are always fat-free and low in salt. Green Gringo Salsa is gluten-free and features no genetically modified.????Refrigerate after opening up to 2 weeks. Free Of Preservatives, gluten, genetically modified ingredients and allergens.|Green Mountain Gringo Roasted Chile Pepper Medium Salsa: Truly Natural Fire Roasted for Flavor Medium Fat Free Low Salt Gluten Free ",27.88,27.88,False,https://www.walmart.com/ip/Green-Mountain-Gringo-Roasted-Chile-Pepper-Medium-Salsa-16-oz-Pack-of-6/17769837
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",125.51,125.51,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
Cherry Blossom Glycerin Soap,Personal Care|Bath & Body|Bar Soap,Eclectic Lady,"Our glycerin soap is detergent free and hypo-allergenic. Made with lots of coconut oil, this is a very gentle, natural soap for your skin. Glycerin soaps are less likely to irritate the skin or create negative reactions like normal soap does. Glycerin is a humectant, which means that it attracts moisture. Glycerin soaps attract moisture to your skin and keep it locked in. This provides your skin constant hydration. Glycerin soap can keep your skin feeling more hydrated for several hours after you use it. Using glycerin soap on a regular basis can help your skin become softer and suppler. Our Cherry Blossom is tender cherry blossoms, sensual white lilies and blushing violet petals blended with a hint of warm vanilla. This fragrance is phthalate free.| Handmade in the USA Detergent Free Glycerin Soap Paraben Free 4 Ounce Bar ",9.99,9.99,False,https://www.walmart.com/ip/Cherry-Blossom-Glycerin-Soap/250979460
Rayne Mirrors American Made Rayne Stitched Black Leather Blackboard/Chalkboard,Office|Boards & Easels|Chalkboards,Rayne Mirrors,"Hang this wonderful blackboard/chalkboard in your home to add stylish character. The wide frame is wrapped in lush black leather and features an intricate stitch pattern running along the surface, adding even more personality. The versatile style of this piece will fit into many decors from rustic to transitional. Each Rayne blackboard comes with an eraser and chalk for customer's convenience. Hand Crafted American Flag is a removable static label Materials: Wood Component Finish: Black Leather Hanging cleat hardware installed. Shape: Rectangle Product options: B38/1218: 12 inches wide by 18 inches high (interior), 17.75 inches wide by 23.75 inches high (exterior). B38/1224: 12 inches wide by 24 inches high (interior), 17.75 inches wide by 29.75 inches high (exterior). B38/1230: 12 inches wide by 30 inches high (interior), 17.75 inches wide by 35.75 inches high (exterior). B38/1236: 12 inches wide by 36 inches high (interior), 17.75 inches wide by 41.75 inches high (exterior). B38/1242: 12 inches wide by 42 inches high (interior), 17.75 inches wide by 47.75 inches high (exterior). B38/1248: 12 inches wide by 48 inches high (interior), 17.75 inches wide by 53.75 inches high (exterior). B38/1260: 12 inches wide by 60 inches high (interior), 17.75 inches wide by 65.75 inches high (exterior). B38/1272: 12 inches wide by 72 inches high (interior), 17.75 inches wide by 77.75 inches high (exterior). B38/1818: 18 inches wide by 18 inches high (interior), 23.75 inches wide by 23.75 inches high (exterior). B38/1824: 18 inches wide by 24 inches high (interior), 23.75 inches wide by 29.75 inches high (exterior). B38/1830: 18 inches wide by 30 inches high (interior), 23.75 inches wide by 35.75 inches high (exterior). B38/1836: 18 inches wide by 36 inches high (interior), 23.75 inches wide by 41.75 inches high (exterior). B38/1842: 18 inches wide by 42 inches high (interior), 23.75 inches wide by 47.75 inches high (exterior). B38/1848: 18 inches wide by 48 inches high (interior), 23.75 inches wide by 53.75 inches high (exterior). B38/1860: 18 inches wide by 60 inches high (interior), 23.75 inches wide by 65.75 inches high (exterior). B38/1872: 18 inches wide by 72 inches high (interior), 23.75 inches wide by 77.75 inches high (exterior). B38/2424: 24 inches wide by 24 inches high (interior), 29.75 inches wide by 29.75 inches high (exterior). B38/2430: 24 inches wide by 30 inches high (interior), 29.75 inches wide by 35.75 inches high (exterior). B38/2436: 24 inches wide by 36 inches high (interior), 29.75 inches wide by 41.75 inches high (exterior). B38/2442: 24 inches wide by 42 inches high (interior), 29.75 inches wide by 47.75 inches high (exterior). B38/2448: 24 inches wide by 48 inches high (interior), 29.75 inches wide by 53.75 inches high (exterior). B38/3030: 30 inches wide by 30 inches high (interior), 35.75 inches wide by 35.75 inches high (exterior). B38/3036: 30 inches wide by 36 inches high (interior), 35.75 inches wide by 41.75 inches high (exterior). B38/3042: 30 inches wide by 42 inches high (interior), 35.75 inches wide by 47.75 inches high (exterior). B38/3636: 36 inches wide by 36 inches high (interior), 41.75 inches wide by 41.75 inches high (exterior). Frame dimensions: 3.125 inches wide with depth of 1 inches Material: Wood, Leather Exact Color: Black Color: Black | Hand Crafted American Flag is a removable static label Materials: Wood Component ",479.34,354.97,False,https://www.walmart.com/ip/Rayne-Mirrors-American-Made-Rayne-Stitched-Black-Leather-Blackboard-Chalkboard/48388568
Rayne Mirrors American Made Rayne Stitched Black Leather Blackboard/Chalkboard,Office|Boards & Easels|Chalkboards,Rayne Mirrors,"Hang this wonderful blackboard/chalkboard in your home to add stylish character. The wide frame is wrapped in lush black leather and features an intricate stitch pattern running along the surface, adding even more personality. The versatile style of this piece will fit into many decors from rustic to transitional. Each Rayne blackboard comes with an eraser and chalk for customer's convenience. Hand Crafted American Flag is a removable static label Materials: Wood Component Finish: Black Leather Hanging cleat hardware installed. Shape: Rectangle Product options: B38/1218: 12 inches wide by 18 inches high (interior), 17.75 inches wide by 23.75 inches high (exterior). B38/1224: 12 inches wide by 24 inches high (interior), 17.75 inches wide by 29.75 inches high (exterior). B38/1230: 12 inches wide by 30 inches high (interior), 17.75 inches wide by 35.75 inches high (exterior). B38/1236: 12 inches wide by 36 inches high (interior), 17.75 inches wide by 41.75 inches high (exterior). B38/1242: 12 inches wide by 42 inches high (interior), 17.75 inches wide by 47.75 inches high (exterior). B38/1248: 12 inches wide by 48 inches high (interior), 17.75 inches wide by 53.75 inches high (exterior). B38/1260: 12 inches wide by 60 inches high (interior), 17.75 inches wide by 65.75 inches high (exterior). B38/1272: 12 inches wide by 72 inches high (interior), 17.75 inches wide by 77.75 inches high (exterior). B38/1818: 18 inches wide by 18 inches high (interior), 23.75 inches wide by 23.75 inches high (exterior). B38/1824: 18 inches wide by 24 inches high (interior), 23.75 inches wide by 29.75 inches high (exterior). B38/1830: 18 inches wide by 30 inches high (interior), 23.75 inches wide by 35.75 inches high (exterior). B38/1836: 18 inches wide by 36 inches high (interior), 23.75 inches wide by 41.75 inches high (exterior). B38/1842: 18 inches wide by 42 inches high (interior), 23.75 inches wide by 47.75 inches high (exterior). B38/1848: 18 inches wide by 48 inches high (interior), 23.75 inches wide by 53.75 inches high (exterior). B38/1860: 18 inches wide by 60 inches high (interior), 23.75 inches wide by 65.75 inches high (exterior). B38/1872: 18 inches wide by 72 inches high (interior), 23.75 inches wide by 77.75 inches high (exterior). B38/2424: 24 inches wide by 24 inches high (interior), 29.75 inches wide by 29.75 inches high (exterior). B38/2430: 24 inches wide by 30 inches high (interior), 29.75 inches wide by 35.75 inches high (exterior). B38/2436: 24 inches wide by 36 inches high (interior), 29.75 inches wide by 41.75 inches high (exterior). B38/2442: 24 inches wide by 42 inches high (interior), 29.75 inches wide by 47.75 inches high (exterior). B38/2448: 24 inches wide by 48 inches high (interior), 29.75 inches wide by 53.75 inches high (exterior). B38/3030: 30 inches wide by 30 inches high (interior), 35.75 inches wide by 35.75 inches high (exterior). B38/3036: 30 inches wide by 36 inches high (interior), 35.75 inches wide by 41.75 inches high (exterior). B38/3042: 30 inches wide by 42 inches high (interior), 35.75 inches wide by 47.75 inches high (exterior). B38/3636: 36 inches wide by 36 inches high (interior), 41.75 inches wide by 41.75 inches high (exterior). Frame dimensions: 3.125 inches wide with depth of 1 inches Material: Wood, Leather Exact Color: Black Color: Black | Hand Crafted American Flag is a removable static label Materials: Wood Component ",703.32,520.88,False,https://www.walmart.com/ip/Rayne-Mirrors-American-Made-Rayne-Stitched-Black-Leather-Blackboard-Chalkboard/48388568
"MATRIX Total Results Pro Solutionist Alternate Action Shampoo 16.9oz, PACK OF 7",Beauty|Hair Care|Shampoo,Matrix,MATRIX Total Results Pro Solutionist Alternate Action Shampoo 16.9 oz|Pack of 7 for the UPC: 826714893499,113.91,113.91,False,https://www.walmart.com/ip/MATRIX-Total-Results-Pro-Solutionist-Alternate-Action-Shampoo-16-9oz-PACK-OF-7/154296504
UBesGoo Large Dog Pet Crate Kennel Warm Bed Beds Mat Blanke For Pad House,Pets|Dogs|Dog Blankets and Covers,UBesGoo,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Features: Made of soft silk wadding fiber, tender andcomfortable Warm color matches with the decoration of your home Easyinstallation, hands &amp; machine washable Provide a stylish andcomfortable cushion for your pet when traveling Eco-friendly, durable,light and easy to transport Widely used in the house, office, road or anyother place Keep pet bed clean and tidy Provide your beloved petwith a comfortable place to have a good rest &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Specifications: Color: Off-white / Red Wine / Red / Light blue / Yellow / Green Size: XS / S / M / L / XL Material: Sil | Made of soft silk wadding fiber, tender and comfortable Warm color matches with the decoration of your home Easy installation, hands &amp; machine washable ",19.99,11.59,False,https://www.walmart.com/ip/UBesGoo-Large-Dog-Pet-Crate-Kennel-Warm-Bed-Beds-Mat-Blanke-For-Pad-House/532382600
Strawberry Shortcake 'Dolls' Compact Mirrors / Favors (4ct),Beauty|Makeup|Tools & Accessories,Various,|Strawberry Shortcake 'Dolls' Compact Mirrors / Favors (4ct),8.99,8.99,False,https://www.walmart.com/ip/Strawberry-Shortcake-Dolls-Compact-Mirrors-Favors-4ct/568824187
Chergui Eau De Parfum Spray-50ml/1.69oz,Beauty|Fragrances|All Fragrances,Serge Lutens,"|An oriental spicy fragrance for unisex Inspired by a dry &amp; hot wind in Morocco Splendid, seductive &amp; passionate Contains notes of honey, musk, incense &amp; tobacco leaf Infused with hay sugar, amber, iris, rose &amp; sandalwood Ideal for all occasions",113.93,113.93,False,https://www.walmart.com/ip/Chergui-Eau-De-Parfum-Spray-50ml-1-69oz/944500658
"Feit Electric R30 Reflector 65W Replacement Bulb, Uses 15W - 4-Pack",Household Essentials|Light Bulbs|All Light Bulbs,Feit,"|Feit Electric R30 Reflector 65W Replacement Bulb, Uses 15W - 4-Pack",19.9,19.9,False,https://www.walmart.com/ip/Feit-Electric-R30-Reflector-65W-Replacement-Bulb-Uses-15W-4-Pack/179216037
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",42.73,42.73,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",66.66,66.66,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",67.73,67.73,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",34.57,34.57,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Gerber Nuk BPA Free Silicone Orthodontic Pacifier 6-18 Months, Size 2, Colors May Vary - 2 Ea",Baby|Feeding|Pacifiers & Teethers,Gerber Pacifiers,"Promotes proper teeth alignment by avoiding thumb-sucking.|UPC: 885131626431 - Gerber Nuk BPA Free Silicone Orthodontic Pacifier 6-18 Months, Size 2, Colors May Vary - 2 Ea - Promotes proper teeth alignment by avoiding thumb-sucking. - Gerber Nuk BPA Free Silicone Orthodontic Pacifier 6-18 Months, Size 2 Asymmetrical shape naturally fits babys palate. Angled bottom maximizes tongue movement. Promotes proper teeth alignment by avoiding thumb-sucking. Heart-shaped shield fits under babys nose for easy breathing and less irritation. Scoop nipple cavity allows maximum tongue movement, which gently exercises babys tongue, palate and jaw. Encourages healthy oral development while satisfying babys natural sucking desire. ",8.46,8.46,False,https://www.walmart.com/ip/Gerber-Nuk-BPA-Free-Silicone-Orthodontic-Pacifier-6-18-Months-Size-2-Colors-May-Vary-2-Ea/49079985
Sriracha Cashews 7 oz each (1 Item Per Order),"Food|Snacks, Cookies & Chips|Nuts, Trail Mix & Seeds|Nuts",Sriracha Cashews 7 oz each,"Crunchy, buttery cashews are flavored with spicy Sriracha seasoning, tangy garlic and a touch of salt for a satisfying savory snack|Enjoy these Sriracha Cashews 7 oz each - Crunchy, buttery cashews are flavored with spicy Sriracha seasoning, tangy garlic and a touch of salt for a satisfying savory snack",17.95,17.95,False,https://www.walmart.com/ip/Sriracha-Cashews-7-oz-each-1-Item-Per-Order/777039955
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",45.42,45.42,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",55.09,55.09,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",69.12,69.12,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
Ebe Reading Glasses Womens Mens Tortoise Regular Hinge Acetate Retro Anti Glare 268116,Health|Home Health Care|Daily Living Aids,Eye Buy Express,"Welcome to Ebe eyewear, an FDA lab offers the lenses so clear you will think you are watching a movie. The nose bridge is wide but will give a nice fit regardless of the time of day you need these. The material is acetate composition, the ear pieces are softly curved for the utmost in comfort. Temples have modest etchings to accentuate the sleek style of these specs. We hope you will let us take care of your eyes, bringing the most in grade specs, at prices that won’t compromise perfection.| Always custom made to your individual order specifications in our FDA Listed Lab with the remarkable Optical grade Custom frames and Lenses available. Better style better grade and always less than retail. Rx lens included! Glasses come with a Hard protective case and micro fiber cleaning cloth. Very light and strong frame with Ebe signature comfort fit bridge for easy all day use without hot spots. We design and produce all of our frames and lenses in our FDA listed Labs. Lenses Include Anti-Glare and Anti-Reflective Coating. You will Love your New Glasses and we Guarantee it 100%. We do not sell Cheap &quot;drug store&quot; reading glasses. Lens Width=52, Lens Height=39, Bridge Width=17, Temple Length=140, Frame Width=138 ",34.99,34.99,False,https://www.walmart.com/ip/Ebe-Reading-Glasses-Womens-Mens-Tortoise-Regular-Hinge-Acetate-Retro-Anti-Glare-268116/145970659
"Burrata with Truffles, 4 x 16 oz","Food|Chocolate, Candy & Gum|Chocolate|Shop All Chocolate",Mamma's Cheese,"Burrata is a fresh Italian cheese made from mozzarella and cream. The outer shell is solid mozzarella, while the inside contains stracciatella and cream, giving it an unusual, soft texture. It is also defined by some sources as an outer shell of mozzarella filled with butter or a mixture of butter and sugar. It is usually served fresh and at room temperature. The word burrata means &quot;buttered&quot; in Italian.|Burrata with Truffles, 4 x 16 oz",90.95,90.95,False,https://www.walmart.com/ip/Burrata-with-Truffles-4-x-16-oz/788199354
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",38.78,38.78,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Vidal Sassoon Pro Series Ultra Vibrant Color 3VR Deep Velvet Violet Hair Color, 1 application",Beauty|Hair Care|Hair Color,Vidal Sassoon,"Vidal Sassoon Deep Velvet Hair Color helps make it easy for you to get the look you want without visiting the salon. It features bold pigments that give hair a rich hue. This Vidal Sassoon hair color comes in your choice of many different shades so you can find one to match your personal style. Application is fast and easy, so you can start enjoying your new style quickly. This 3VR hair color includes a color-preserving conditioner to keep locks looking vibrant The product can last for up to eight weeks per application. The VS Precisionmix color in this Vidal Sassoon Pro Series mix is formulated to provide complete coverage of gray strands.|Vidal Sassoon Pro Series London Luxe Hair Color: Get bold, permanent hair color Ideal blend of pigments results in color that lasts Intense shades deliver a chic, fashion-forward look without a visit to the salon Easy at-home system provides up to 8 weeks of salon-quality color Kit includes: Vidal Sassoon VS HydraBlock Color Preserving Conditioner Designed to help prevent fade-out and keep color vibrant 1 application per box of Vidal Sassoon Pro series Vidal Sassoon Pro Series color is available in: Black, Deep Velvet Violet, Carnaby Copper Red, Mayfair Burgundy, Medium Brown, London Lilac, Medium Chocolate Brown, Lightest Brown, Light Brown, Light Golden Brown and more ",11.02,11.02,False,https://www.walmart.com/ip/Vidal-Sassoon-Pro-Series-Ultra-Vibrant-Color-3VR-Deep-Velvet-Violet-Hair-Color-1-application/34217115
STC211 30 Inch x 24 Inch 3.1 Mil Open End Transparent Static Shielding Poly Bags CASE OF 100,Industrial & Scientific|All Industrial,," Printed Open End Static Shielding Bags Faraday Cage effect shields electronic components from damage due to static discharge. Transparent metal bags are printed with ESD warning symbol and date coded for QC traceability. Four layer construction for puncture and tear resistance. Meets EIA 625, MIL-HDBK-263, MIL-STD-1686 and EOS/ESD standards. | 3.1 Mil Open End Transparent Static Shielding Poly Bags Static Shielding Bags Size :-- 30 Inch x 24 Inch SKU :--STC211 Groccery Bags Polyethylene Plastic Poly Bags Food Storage Bag Made In USA ",102.85,102.85,False,https://www.walmart.com/ip/STC211-30-Inch-x-24-Inch-3-1-Mil-Open-End-Transparent-Static-Shielding-Poly-Bags-CASE-OF-100/542591083
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",39.07,39.07,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
"Business Essentials 8"" x 8"" x 5"" Corrugated Mailers, 12-Pack",Office|Shipping & Moving|Moving Boxes & Kits|Packing & Shipping Boxes,Business Essentials,"Use Business Essentials corrugated mailers to organize, protect, package, or ship most any item. Hundreds of different sizes and quantities to choose from. Also known as literature mailers. Used maining as shipping boxes or mailing boxes. Also used with packaging your business' products for resale. Select a size and quantity using the drop down menu within this listing. The first number represents the width of the front end of the box. The second number represents the length, front to back. The third number represents the box depth. Available pack quantities start at 12 pieces. Boxes are manufactured from standard, 32ECT strength material.|Bauxko",39.01,39.01,False,https://www.walmart.com/ip/Business-Essentials-8-x-8-x-5-Corrugated-Mailers-12-Pack/626014175
NARS Night Series Eyeliner,Beauty|Makeup|Eyes,NARS,|Night Series Eyeliner - Night Bird,29.54,27.33,False,https://www.walmart.com/ip/NARS-Night-Series-Eyeliner/192276254
Frosted Clear Glass Straight Sided Jar with Gold Metal Airtight Lid - 4 oz / 120 ml (6 pack) + Spatulas and Labels,Home|Kitchen & Dining|Kitchen Storage & Organization|Food Storage,JUVITUS,"Make your own homemade beauty products with our durable, beautiful glass jars. Our empty, refillable containers (dishwasher safe!) jars are ideal for beauty products such as face masks, body creams, balms, salves, essential oil remedies and more. Also great for kitchen storage such as, herbs, spices, and any items you need leak proof, airtight solutions for!| Perfect housing and packaging option for those whodo not want any plastic elements for their food and beauty products Smooth Metal lid is foam lined to ensure an airtight, leak proof, smell proof fit Glass is ideal and preferred over plastic jars foryour favorite oil blends, scrubs, creams, salves and balms or forhome/kitchen and food use Our empty, refillable containers (dishwasher safe!)jars are ideal for beauty products such as face masks, body creams,balms, salves, essential oil remedies and more. Also great for babyfood. Versatile kitchen storage uses such as, herbs, spices, and anyitems you need leak proof, airtight solutions for! These jars do it all! ",24.99,24.99,False,https://www.walmart.com/ip/Frosted-Clear-Glass-Straight-Sided-Jar-with-Gold-Metal-Airtight-Lid-4-oz-120-ml-6-pack-Spatulas-and-Labels/151313304
6 1/4 x 6 1/4 Gatefold Invitation - Mandarin Orange (500 Qty.),Office|Envelopes & Mailing Supplies|Envelopes,Envelopes.com,"Announce your event using a classic Gatefold style invitation! The stock is scored so the gate doors meet perfectly in the middle, opening to reveal your invitation. For endless possibilities, position your invitation and add a Layer Card to show your own unique style.| Envelopes.com 6-1/4&quot; x 6-1/4&quot; Gatefold Invitation: Size: 6-1/4&quot; x 6-1/4&quot; Paper weight: 105 lb ",420.15,420.15,False,https://www.walmart.com/ip/6-1-4-x-6-1-4-Gatefold-Invitation-Mandarin-Orange-500-Qty/54518928
